vecs 10 rounds cpus 0-6 6-12
**************************************************
name, avg, stddev
init-galois, 0.11295897149830125, 0.062171190500521334
load-graph, 1.132008512999164, 0.015293335000023944
bfs_vec0_rd0, 3.431809276000422, 0.0
every_bfs, 3.1133031481504077, 0.32596479023135094
bfs_vec1_rd1, 2.879558991997328, 0.0
bfs_vec0_rd1, 3.4253418189982767, 0.0
bfs_vec1_rd2, 2.7866222730008303, 0.0
bfs_vec0_rd2, 3.419560302001628, 0.0
bfs_vec1_rd3, 2.810621810000157, 0.0
bfs_vec0_rd3, 3.3705910809985653, 0.0
bfs_vec1_rd4, 2.7883125840016874, 0.0
bfs_vec0_rd4, 3.4086766599975817, 0.0
bfs_vec1_rd5, 2.78705665200323, 0.0
bfs_vec0_rd5, 3.389495179999358, 0.0
bfs_vec1_rd6, 2.791810216000158, 0.0
bfs_vec0_rd6, 3.458580294998683, 0.0
bfs_vec1_rd7, 2.8063663200009614, 0.0
bfs_vec0_rd7, 3.482973074002075, 0.0
bfs_vec1_rd8, 2.7997933750011725, 0.0
bfs_vec0_rd8, 3.4843513240011816, 0.0
bfs_vec1_rd9, 2.8020418800006155, 0.0
bfs_vec0_rd9, 3.4880277390002448, 0.0
all_bfs_executions, 35.7648505954985, 1.4043878844986466
bfs_vec1_rd10, 2.653986667002755, 0.0
end-to-end, 38.34028151900202, 0.0
**************************************************




Sequential  20 rounds, cpus 0-12
**************************************************
name, avg, stddev
init-galois, 0.06453921499996795, 0.0
load-graph, 0.6767187629993714, 0.0
bfs_vec0_rd0, 1.4672060349985259, 0.0
every_bfs, 1.4235927585503305, 0.010132940497883103
bfs_vec0_rd1, 1.4243391820018587, 0.0
bfs_vec0_rd2, 1.4206696990004275, 0.0
bfs_vec0_rd3, 1.4225811729993438, 0.0
bfs_vec0_rd4, 1.4234343770003761, 0.0
bfs_vec0_rd5, 1.4201226040022448, 0.0
bfs_vec0_rd6, 1.4224146679989644, 0.0
bfs_vec0_rd7, 1.4223883010017744, 0.0
bfs_vec0_rd8, 1.4196218329998374, 0.0
bfs_vec0_rd9, 1.4204440100002103, 0.0
bfs_vec0_rd10, 1.421855399999913, 0.0
bfs_vec0_rd11, 1.4192418070015265, 0.0
bfs_vec0_rd12, 1.4208542320011475, 0.0
bfs_vec0_rd13, 1.4215551869965566, 0.0
bfs_vec0_rd14, 1.420144783998694, 0.0
bfs_vec0_rd15, 1.4201865529976203, 0.0
bfs_vec0_rd16, 1.4224947650000104, 0.0
bfs_vec0_rd17, 1.4189691040010075, 0.0
bfs_vec0_rd18, 1.422141876999376, 0.0
bfs_vec0_rd19, 1.4206529069997487, 0.0
all_bfs_executions, 28.47323223100102, 0.0
end-to-end, 29.22405645699837, 0.0
**************************************************
